StoreName,StoreCode,ownerName,address1,address2,area,city,state,pincode,businessType,outletType,email,phoneNumber,latitude,longitude
SAI MINI MARKET (Open 8am-8pm),S464,,"NO 1193,","TAMAN SENTOSA,","GEMAS, N. SEMBILAN",GEMAS,NEGERI SEMBILAN,73400,Standalone,11,sales@pmmahsuri.com.my,019-2528151,2.7890154,102.578274
SAI STORE,S006,INDIAN BOSS,"12, BATU 20,",RUNGKUP,"SELEKOH, PERAK",SELEKOH,PERAK,36200,Standalone,11,sales@pmmahsuri.com.my,019-5701107,3.9064538,100.7743682
SAI VINA CASH & CARRY (Mon-Sat: 9am-6pm|Sat close at 1pm),S415,RAJ KRISHNA,"26 & 28, JALAN UTAMA 2,","TAMAN JAYA UTAMA,","TELUK PANGLIMA GARANG, SELANGOR",KLANG,SELANGOR,42500,Standalone,11,sales@pmmahsuri.com.my,016-6945058,2.909877,101.469573
SAIKUMARANS CASH & CARRY,S396,PUVANES (SAI KUMARAN),NO. 880-G JALAN BESAR LUKUT,BATU 4 BANDAR BARU LUKUT,"PORT DICKSON, NEGERI SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,016-6946612,2.568588,101.828739
SAJIAN AMBANG SDN BHD,S266,,"NO.11, JALAN 15/22,","TAMAN PERINDUSTRIAN TIONG NAM, SEKSYEN 15,",SHAH ALAM,SHAH ALAM,SELANGOR,40200,Standalone,11,sales@pmmahsuri.com.my,03-55241891,3.034434,101.432771
SAKTHI RS SDN BHD (Mon-Sat: 9am-6pm),S420,LOGESWARY ARUMUGAM,"NO. 37, LORONG RAJA NONG, TAMAN ALAM NYATA,","F5 BT2 JALAN KOTA RAJA,","KLANG, SELANGOR.",KLANG,SELANGOR,41000,Standalone,11,sales@pmmahsuri.com.my,017-3824279,3.129055,101.465173
SAKTI SRI AMBAL MAJU TRADING,S286,MS. PATHMAH,"99-B & C,","JALAN BUKIT UBI,","KUANTAN, PAHANG.",KUANTAN,PAHANG,25200,Standalone,11,sales@pmmahsuri.com.my,016-987 8696,3.15983,101.713936
SALAM BERKAT MINI MARKET (Open 8am-8pm),S461,,"PT 1,","JALAN BESAR, KOTA,","REMBAU, N. SEMBILAN",REMBAU,NEGERI SEMBILAN,71350,Standalone,11,sales@pmmahsuri.com.my,019-6775799,2.5100722,102.1665633
SAM'S GROCERIA SDN BHD - STRAITS QUAY,M-4504,AHMAD ZULKHAIRI NOORDIN (BRANCH MGMR),"NO. 3G-G-5 TO 3G-G-12 TO 13A, BLOCL-G, GROUND FLOOR,","STRAITS QUAY, JALAN SERI TANJUNG PIN,",PULAU PINANG.,GEORGETOWN,PULAU PINANG,10470,Grocery,07,sales@pmmahsuri.com.my,,5.458194977,100.3134158
SAM'S GROCERIA SDN BHD - SUNWAY CARNIVAL MALL,M-4505,ANBALAGAN JEDIAPPEN (BRANCH MGMR),"LG-01 TOWER GROUND FLOOR SUNWAY CARNIVAL MALL,","3068 JALAN TODAK,","PERAI, PULAU PINANG, MALAYSIA.",SEBERANG PERAI,PULAU PINANG,13700,Grocery,07,sales@pmmahsuri.com.my,,5.398833857,100.3980271
SANG KEE FOODSTUFF (Open 7am-2pm|Call before delivery),S454,,"25, KILANG DERET,","KAWASAN PERUSAHAAN DIOH,","K. PILAH, N. SEMBILAN",PILAH,NEGERI SEMBILAN,72000,Standalone,11,sales@pmmahsuri.com.my,019-3157453,2.7903269,102.2930265
SAR NILAM ENTERPRISE,S444,NURUL EMYZA,"NO. 1, AKED MDJ,","SIMPANG DURIAN,",NEGERI SEMBILAN,SEREMBAN,NEGERI SEMBILAN,72400,Standalone,11,sales@pmmahsuri.com.my,019-6044908,3.099941,102.220235
SARVANA TRADING (Call Before Delivery),S314,MR SARVANA,SARVANA TRADING,"110 TAMAN DESA MELANG FASA 2,",KUALA PILAH NS.,PILAH,NEGERI SEMBILAN,72000,Standalone,11,sales@pmmahsuri.com.my,06-484 2330,2.739467,102.223562
SAVEMART TRADING (Mon close),S452,LOG CHOG SIONG,"8, JALAN ANIKA 1, TAMAN ANIKA,","BATU 9, JALAN PANTAI, TELOK KEMANG,","PORT DICKSON, NEGERI SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71050,Standalone,11,sales@pmmahsuri.com.my,012-2946655,2.4300219,101.8632635
SAZALI BIN ABD AZIZ,S468,,"KG. TELOK PELANDOK,","PEKAN PASIR PANJANG,","PORT DICKSON, N. SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71250,Standalone,11,sales@pmmahsuri.com.my,019-3707485,2.4239552,101.8807959
SB GLORY SDN BHD,S330,MR. WILLIAM LEE,"LOWER GROUND FLOOR, RSC 1 STAFF COMPLEX,","GENTING HIGHLANDS,","BENTONG, PAHANG",BENTONG,PAHANG,69000,Standalone,11,sales@pmmahsuri.com.my,,3.425583455,101.7933386
SBP MAJU SDN BHD,S299,ENCIK SIDI,"NO 1 BATU 6 1/2,",JALAN GAMBANG,KUANTAN PAHANG.,KUANTAN,PAHANG,25150,Standalone,11,sales@pmmahsuri.com.my,016-980 9277,3.745457867,103.1695574
SCS JAYA ENTERPRISE (Fri: 12pm-3pm close),S416,RAKIB,"NO 11, LORONG RASA MOKHTAR OFF,","JALAN BESAR,","KAPAR, SELANGOR",KLANG,SELANGOR,42200,Standalone,11,sales@pmmahsuri.com.my,017-8868362,3.136069,101.372825
SEE LEONG SOON TRADING,S274,,SEE LEONG SOON TRADING,"48 JALAN KAMPUNG HULU,",MELAKA.,MALIM JAYA,MELAKA,75200,Standalone,11,sales@pmmahsuri.com.my,06-281 0741,2.199395,102.247781
SEGAR MINI MARKET,S291,CHEOK WEI LEE,"NO.6, GROUND FLOOR,","JALAN DS 1/1 BANDAR DATARAN SEGAR, LUKUT,","PORT DICKSON, NEGERI SEMBILAN.",PORT DICKSON,NEGERI SEMBILAN,71010,Standalone,11,sales@pmmahsuri.com.my,014-328 7110,2.5609882,101.8153255
SEKOLAH MENENGAH CHONG HWA KUANTAN,S277,,"BUNUT RENDANG, LOT PT58829,","JALAN KUANTAN-PEKAN,",KUANTAN PAHANG.,KUANTAN,PAHANG,25150,Standalone,11,sales@pmmahsuri.com.my,09-534 3628,3.762586399,103.2833456
SEMAQ IQHLAS SDN BHD,300S/003,,"NO.1, KAMPUNG ORANG ASLI GEDUNG SIAM",JALAN KUANTAN MARAN,KUANTAN PAHANG DARUL MAKMUR,KUANTAN,PAHANG,26020,Standalone,11,sales@pmmahsuri.com.my,013-9343838,3.188219,101.57318
SEMARAK MART TRADING,S285,CHAI HUI YONG,"PT 5706, JALAN TS 2/1B,","TAMAN SEMARAK 2,","NILAI, NEGERI SEMBILAN.",NILAI,NEGERI SEMBILAN,71800,Standalone,11,sales@pmmahsuri.com.my,016-333 1431,2.818333,101.814914
SEMENYIH FOODMART SDN BHD,S332,SKY,"NO.4-G, JALAN BAIDURI,","TAMAN SALAK BAIDURI,","SEPANG, SELANGOR",SEPANG,SELANGOR,43900,Standalone,11,sales@pmmahsuri.com.my,03-87060828,2.790236,101.749262
SEMENYIH FROZEN FOOD MART,S429,,"NO. 27G, 29G, 31G, 33G,","JALAN SEMENYIH SENTRAL 6,","SEMENYIH, SELANGOR",SEMENYIH,SELANGOR,43500,Standalone,11,sales@pmmahsuri.com.my,016-4443391,2.943634,101.843827
SEMMA PASI FOOD EMPIRE (Mon-Sat: 8am-4pm|Sun close),S466,,"3440, JALAN RJ UTAMA 1,","TAMAN RASAH JAYA,","SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70300,Standalone,11,sales@pmmahsuri.com.my,012-3619294,2.6802939,101.9453049
SENAWANG MART SDN. BHD.,S442,TAN ENG WAH,"1 & 2, JALAN VILA BUKIT NEGERI 14,","VILA BUKIT NEGERI,","SEREMBAN, NEGERI SEMBILAN",SEREMBAN,NEGERI SEMBILAN,71450,Standalone,11,sales@pmmahsuri.com.my,010-2901578,2.656777,101.993386
SETAPAK YONG TAU FU ENTERPRISE,S322,TAN WAI YIN,"123, JALAN 3/23A, TAMAN DANAU KOTA,","OFF JALAN GENTING KLANG,",KUALA LUMPUR,SETAPAK,KUALA LUMPUR,53300,Standalone,11,sales@pmmahsuri.com.my,012-9696312,3.212016,101.616831
SETOR BISMILLAH,S309,JAMAL,"NO280 BLOCK C,","JALAN BUNGA RAYA AMPANGAN,",SEREMBAN NSDK,SEREMBAN,NEGERI SEMBILAN,70400,Standalone,11,sales@pmmahsuri.com.my,017-666 1807,2.72015,101.958545
SETOR BISMILLAH (CAWANGAN) - Friday closed,S311,SETOR BISMILLAH,10-162,"GEDUNG LALANG,","AMPANGAN SEREMBAN, NEGERI SEREMBAN.",SEREMBAN,NEGERI SEMBILAN,70400,Standalone,11,sales@pmmahsuri.com.my,06-763 1992,2.724758,101.970691
SFS KOPITIAM CAFE,S362,,"PLAZA METRO PRIMA, BLOK B,","PB00-01, JALAN METRO PRIMA, KEPONG,",KUALA LUMPUR.,KEPONG,KUALA LUMPUR,52100,Standalone,11,sales@pmmahsuri.com.my,016-598 8876,3.1198698,101.4553197
SHAFA NS TRADING,S460,IZZAH,"NO. 161 & 162, JALAN SERTING UTAMA 04,","PUSAT PERNIAGAAN SERTING UTAMA,","BANDAR SERI JEMPOL, N. SEMBILAN",JEMPOL,NEGERI SEMBILAN,72120,Standalone,11,sales@pmmahsuri.com.my,013-6555481,2.8969825,102.4085076
SHAHRUL FRESH & FROZEN (M) SDN BHD (Fri: Close during Jumaat prayer),S423,,"NO. 22-26, JALAN DAMAI PERDANA 6/1E,","BANDAR DAMAI PERDANA, CHERAS,","CHERAS, SELANGOR",CHERAS,KUALA LUMPUR,43200,Standalone,11,sales@pmmahsuri.com.my,012-2729074,3.054135,101.738171
SHAN MGT ENTERPRISE (Fri: 1pm-5pm close),S451,INDIKA,"BLK 5-0-3, GENTING COURT CONDO,","TAMAN SETAPAK INDAH JAYA, OFF JALAN GENTING,",KUALA LUMPUR,SETAPAK,KUALA LUMPUR,53300,Standalone,11,sales@pmmahsuri.com.my,018-2205295,3.196506,101.709813
SHANTI MASPADI SDN BHD,S029,AH LOONG (ACC: SHIRLEY),"NO. 5, MAIN ROAD,",BUKIT KOMAN,"RAUB, PAHANG",RAUB,PAHANG,27600,Standalone,11,sales@pmmahsuri.com.my,09-3551311,3.817922656,101.8519693
SHC SUCCESS WHOLESALER SDN BHD (Receiving 1pm-5pm),S284,CHOI MEE CHOON,"NO.57,58,59,","JALAN PASAR BARU LUKUT,","LUKUT, NEGERI SEMBILAN.",LUKUT,NEGERI SEMBILAN,71010,Wholesale,12,sales@pmmahsuri.com.my,06-651 0901,2.5656164,101.8274333
SHIN KONG LEE TRADING,S273,TEONG MEE PING,"15, JALAN BESAR BUKIT PELANDOK",TAMAN KEKWA,,SEREMBAN,NEGERI SEMBILAN,71960,Standalone,11,sales@pmmahsuri.com.my,019-278 8816,2.6477285,101.7469879
SHREE MAP JAYA SDN BHD (Mon-Fri: 9am-6pm|Sat: 9am-3pm),S419,PANNIR,"NO. 61,","JALAN TENGKU KELANA,","KLANG, SELANGOR",KLANG,SELANGOR,41000,Standalone,11,sales@pmmahsuri.com.my,019-2386161,3.040992,101.447262
SHREE PATHMA STORE,S305,PATHMA A/P RATNAM,"G6 BLOK BUNGA RAYA 2,","JALAN ABADI 1, TAMAN MALIM JAYA ,","MALIM JAYA, MELAKA",MALIM JAYA,MELAKA,75250,Standalone,11,sales@pmmahsuri.com.my,012-917 4706,2.2463928,102.2335208
SHU BEE ENTERPRISE,S315,GAN SEET KWONG,SHU BEE ENTERPRISE,"NO 31&32, TAMAN REMBAU JAYA,","REMBAU, N. S",REMBAU,NEGERI SEMBILAN,71300,Standalone,11,sales@pmmahsuri.com.my,,2.594095,102.078388
SI RUSA MINI MARKET,S293,SAGAYAMARIE LIMA DANARADJE,"PT 137, NO. 2, BATU 8 1/2,","JALAN PANTAI TELUK KEMANG,","PORT DICKSON, NEGERI SEMBILAN.",PORT DICKSON,NEGERI SEMBILAN,71050,Standalone,11,sales@pmmahsuri.com.my,011-3770 9094,2.4456901,101.8590868
SIAN BOY MIXED RICE,S279,KOK LOON SIAN,"35, JALAN PPSJ 3-1,","PUSAT PERNIAGAAN SENAWANG JAYA 3,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,70450,Standalone,11,sales@pmmahsuri.com.my,018-249 3123,2.688826,101.98408
SIKAMAT POINT,S298,FOO CHIA SHAN,"NO.36,37,38, JLN COLLEGE HEIGHTS 1,","TMN COLLEGE HEIGHTS, SIKAMAT,","SEREMBAN, NEGERI SEMBILAN.",SEREMBAN,NEGERI SEMBILAN,70400,Standalone,11,sales@pmmahsuri.com.my,012-698 7105,2.7487968,101.9674873
SILVER LINE SALES & SERVICES,S403,AHMAD FARHAT/NUR ATIQAH,"26 JELUTONG PRIME, JALAN RUANG U8/109","SEKSYEN U8, BUKIT JELUTONG","SHAH ALAM, SELANGOR",SHAH ALAM,SELANGOR,40100,Standalone,11,sales@pmmahsuri.com.my,019-2085718,2.68198,101.972747
SIM YAM HOE SDN BHD,S048,SIM HAN MING,"NO.25, JALAN LOMBONG EMAS 2,","SEREMBAN,",NEGERI SEMBILAN,SEREMBAN,NEGERI SEMBILAN,70200,Standalone,11,sales@pmmahsuri.com.my,016-2124390,2.7491817,101.9157683
SIN MAH LEE ENTERPRISE,S338,LEE KEP LOONG,"NO.82A,","BUKIT PELANDOK,","PORT DICKSON, NEGERI SEMBILAN.",PORT DICKSON,NEGERI SEMBILAN,71960,Standalone,11,sales@pmmahsuri.com.my,,2.649425,101.747163
SIN NG WING SUN MINI MARKET,S463,,"2025, TAMAN RIA,","PORT DICKSON,","PORT DICKSON, NEGERI SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71000,Standalone,11,sales@pmmahsuri.com.my,014-2248664,2.553235,101.8059851
SINAR BARUNA ENTERPRISE (Mon-Fri: 8am to 6pm | Fri: 12pm to 3pm close),S414,HASAN BASRI,"LOT 640, JALAN MAT RAJI,","PADANG JAWA, SEKSYEN 17,","SHAH ALAM, SELANGOR",SHAH ALAM,SELANGOR,40200,Standalone,11,sales@pmmahsuri.com.my,017-2925664,3.049872,101.495407
SINAR JMART ENTERPRISE - Off every Friday,S329,MR. JAMALLUDIN,"1854, TINGKAT BAWAH ,","JALAN BSS 2/2 BANDAR SEREMBAN SELATAN,","SUNGAI GADUT , NEGERI SEMBILAN",SUNGAI GADUT,NEGERI SEMBILAN,71450,Standalone,11,sales@pmmahsuri.com.my,0122107167,2.664112,101.98577
SINAR TEGUH RESOURCES (Mon-Sat: 9.30am-6pm| Fri: NO DELIVERY),S431,,"NO. 69 & 71, JALAN TIAJ 1/4,","TAMAN INDUSTRI ALAM JAYA,","BANDAR PUNCAK ALAM, SELANGOR",PUNCAK ALAM,SELANGOR,42300,Standalone,11,sales@pmmahsuri.com.my,,3.251992,101.448689
SINTAK KEE FOODS TRADING,S434,,"NO. 3, JALAN COM INDUSTRIAL PARK,","COM INDUSTRIAL PARK BALAKONG,","SERI KEMBANGAN, SELANGOR",SERI KEMBANGAN,SELANGOR,43300,Standalone,11,sales@pmmahsuri.com.my,014-3655791,3.039787,101.749066
SIONG HING HANG MARKETING SDN BHD,S302,MS. LOW,"26, 27","JALAN BAHAGIA10,","TEMERLOH, PAHANG.",TEMERLOH,PAHANG,28000,Standalone,11,sales@pmmahsuri.com.my,016-989 2688,3.450564203,102.4113123
SKAWAN SDN BHD,S357,,"NO.23, TMN PERINDUSTRIAN 2010,","JALAN LENCONG BARAT, MUKIM MERGONG,","ALOR SETAR, KEDAH",ALOR SETAR,KEDAH,6250,Standalone,11,sales@pmmahsuri.com.my,04-7341188,6.080506369,100.3631643
SLH TUTA (M) MARKETING SDN BHD,300S/002,MR. SIEH,"NO. 273, JALAN EKOPERNIAGAAN 7,","TAMAN EKOPERNIAGAAN 2, PERSIARAN SAC,","SENAI, JOHOR",SENAI,JOHOR,81400,Standalone,11,sales@pmmahsuri.com.my,07-5545129,1.594476169,103.6848573
SNM KEJORA ENTERPRISE (NASI KEJORA),S050,,"NO. 56, JALAN LAGENDA 5,","TAMAN 1 LAGENDA,",MELAKA,BANDAR HILIR,MELAKA,75400,Standalone,11,sales@pmmahsuri.com.my,019-6507921,2.2135708,102.2447177
SOHEL DAILY FRESH ENTERPRISE (Mon-Sat: 10am-6pm|Fri: 12pm-3pm close),S443,,"LOT G28, PLAZA PELANGI ASTANA,","PJU 6, PERSIARAN SURIAN,","PETALING JAYA, SELANGOR",PETALING JAYA,SELANGOR,47800,Standalone,11,sales@pmmahsuri.com.my,018-3195409,3.128928,101.465163
SOLFAZ SDN. BHD. - AL ZIYA FATHIMA RESTORAN,S459,,"PT 1170 (NO. 1), JALAN DS 2/1,","DATARAN SATRIA 2, JALAN TAMPIN GEMAS,","GEMAS, N. SEMBILAN",GEMAS,NEGERI SEMBILAN,73400,Standalone,11,sales@pmmahsuri.com.my,014-7352433,2.5855542,102.5951649
SOON CHEONG MARINE PRODUCTS SDN BHD,S207,HOOI KOK WAI,"NO. 11 & 12, JLN TEMBAGA SD 5/2E,",BANDAR SRI DAMANSARA,SELANGOR,DAMANSARA,SELANGOR,52200,Standalone,11,sales@pmmahsuri.com.my,03-6276 6479,3.199847,101.617757
SOON CHEONG MARINE PRODUCTS SDN BHD(SG BULOH),S209,AH YAU,"NO.1, JALAN DATARAN VP1,","TAMAN VILLA PUTRA,","SUNGAI BULOH, SELANGOR",SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,0173001618,3.225815,101.56779
SOON HENG LAI TRADING,S269,ONG LIM LAI,"NO.3A &5, TINGKAT BAWAH,","TAMAN SRI INTAN,","HUTAN MELINTANG, PERAK.",HUTAN MELINTANG,PERAK,36400,Standalone,11,sales@pmmahsuri.com.my,019-5757023,3.8731955,100.9240346
SOON LEE & WTC SDN BHD (Monday off; 12pm-2pm lunch),S448,,"LOT B3, KOMPLEKS PASAR BESAR RAWANG",JALAN BANDAR RAWANG 5,"48000 RAWANG, SELANGOR",RAWANG,SELANGOR,48000,Standalone,11,sales@pmmahsuri.com.my,03-60921688,3.323644,101.578322
SOON ONG,S295,MS LEE SIOW POH,JA.899,"TAMAN WIRA,TEHEL,","BEMBAN, MELAKA",BEMBAN,MELAKA,77200,Standalone,11,sales@pmmahsuri.com.my,016-663 2461,2.2377456,102.3446832
SP MEGA FROZEN FOOD SDN BHD (3PM CLOSE),S318,TAN POH CHUAN,SP MEGA FROZEN FOOD SDN BHD,"LOT 530, JALAN PASAR, SUNGAI PELEK,","SEPANG, SELANGOR DARUL EHSAN.",SEPANG,SELANGOR,43950,Standalone,11,sales@pmmahsuri.com.my,,2.644006,101.715883
SRA OM SAKTHI STORE (Open 8am-7pm|Sun close),S462,,"NO. 6, TINGKAT BAWAH,","TAMAN GADONG,","KOTA, N. SEMBILAN",LABU,NEGERI SEMBILAN,71350,Standalone,11,sales@pmmahsuri.com.my,014-9422638,2.5084106,102.1684491
SRI BERTAMAS JAYA SDN BHD,S051,MS. TEOH,"LOT 5755, MUKIM 08,","JALAN PERMATANG BULUH,","SEBERANG PERAI UTARA, PULAU PINANG.",SEBERANG PERAI,PULAU PINANG,13800,Standalone,11,sales@pmmahsuri.com.my,04-5751194,5.488327886,100.426365
SRI DEVI STORE (Delivery by salesman),S432,ANANTHI A/P KOPALOO,"NO. 82, GROUND FLOOR, LEBUH TURI,","OFF PERSIARAN RAJA MUDA MUSA, TAMAN CHI LIUNG,","KLANG, SELANGOR",KLANG,SELANGOR,41200,Standalone,11,sales@pmmahsuri.com.my,018-9522955,3.026502,101.428519
SRI RANTAU FOOD MART (8.00am – 12.00pm / 2.00pm – 5.00pm) (Tue & Sun Off),S281,LIM AI WEI ,"138 & 139,","TAMAN PASIR MAS,","RANTAU, NEGERI SEMBILAN.",RANTAU,NEGERI SEMBILAN,71200,Standalone,11,sales@pmmahsuri.com.my,012-236 1781,3.188163,101.573131
SRI RANTAU SPEED MART - 3pm close every day,S333,MR LAI,"25 MEDAN SURIA,",OFF JALAN TUANKU MUNAWIR,"SEREMBAN, N. SEMBILAN",SEREMBAN,NEGERI SEMBILAN,70000,Standalone,11,sales@pmmahsuri.com.my,,3.183843,101.613623
SS HAPPY MART (WONG KONG WUI),S358,WONG KONG WUI,LOT 6651 6652,"LADANG JELEBU,",N.SEMBILAN.,JELEBU,NEGERI SEMBILAN,"71650,",Standalone,11,sales@pmmahsuri.com.my,012-273 2312,2.976721,102.060039
SS SELVAARASII MINI MARKET,S008,,"1Y, LORONG 1, TMN WAWASAN","SIMPANG EMPAT,","HUTAN MELINTANG, PERAK",HUTAN MELINTANG,PERAK,36400,Standalone,11,sales@pmmahsuri.com.my,016-5285755,3.8985077,100.936034
ST.MARK'S COZY HOME,S002,,"LOT 3720, JALAN BESAR",KAMPUNG BARU SUNGAI BULOH,SUNGAI BULOH,SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,,3.197425,101.56801
STAR BBQ RESTAURANT,S283,JOEY LEONG,"LOT 1422/B,","5 JALAN AIR PUTIH,",KUANTAN.,KUANTAN,PAHANG,25300,Standalone,11,sales@pmmahsuri.com.my,011-2066 8181,3.831780669,103.3364068
STAR KRIS TRADING SDN BHD,S270,VADIVELU ,STAR KRIS TRADING SDN BHD,"NO.5 & 7, JALAN TEMENGGONG",MELAKA,BANDAR HILIR,MELAKA,75000,Standalone,11,sales@pmmahsuri.com.my,06-282 3801,2.1952995,102.248807
STARS MART NETWORKS (*FRIDAY OFF),S276,MOHAMAD MUAS ,"578-N, JALAN UTAMA,","AIR KEROH HEIGHTS,",MELAKA,AYER KEROH,MELAKA,75450,Standalone,11,sales@pmmahsuri.com.my,06-232 6766,2.2589138,102.2899483
STK N TRADING,S027,K.SUPPIAH,"NO.91, BATU 13,","JLN BAGAN DATOH,","HUTAN MELINTANG, PERAK D.R.",HUTAN MELINTANG,PERAK,36400,Standalone,11,sales@pmmahsuri.com.my,019-4311 117,3.8914933,100.9007392
STOR TAWAKAL SDN BHD,S392,MOHAMAD RAFRI / SHAREEF,"NO 61, JALAN SS 2/6,","TAMAN SRI SAUJANA,","KOTA TINGGI, JOHOR.",KOTA TINGGI,JOHOR,81900,Standalone,11,sales@pmmahsuri.com.my,011-1619 7860,1.672093864,103.8511859
SUBBU LETCUMI A/P JAGANTHAN (Sat-Sun close),S456,,"NO. 30, LORONG TBD 1/1,","TAMAN BAHAGIA DELIMA,","K. PILAH, N. SEMBILAN",PILAH,NEGERI SEMBILAN,72000,Standalone,11,sales@pmmahsuri.com.my,011-16376743,2.728815,102.2462567
SUKARIA SELECTION (M) SDN BHD,S292,,"55A, JALAN UJONG PASIR,","UJONG PASIR,",MELAKA,UJONG PASIR,MELAKA,75050,Standalone,11,sales@pmmahsuri.com.my,06-286 9381,2.1874931,102.2677525
SUMON MAJU SDN. BHD. (Mon-Sat: 10am-8pm|Fri: 12pm-3pm rest),S467,HASAN,"LOT G 40, PLAZA PELANGI ASTANA,","PERSIARAN SURIAN, JALAN PJU 6,","PETALING JAYA, SELANGOR",PETALING JAYA,SELANGOR,47800,Standalone,11,sales@pmmahsuri.com.my,011-65920298,3.128945,101.465163
SUN DA TRADING (DELIVERY BEFORE 12 NOON),S327,,PT3299 JALAN MEDANG UTAMA,TAMAN MEDANG,BAHAU NSDK,BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,06-454 6635,2.809592,102.412444
SUN HUP KI TRADING (open 10am - 6pm),S402,CHOOK SOON HUP,"PT 493, NO 5 BAWAH TAMAN ORKID",JALAN BY PASS,"PORT DICKSON, N. SEMBILAN",PORT DICKSON,NEGERI SEMBILAN,71000,Standalone,11,sales@pmmahsuri.com.my,012-7287289,2.5300141,101.8031274
SUN LEAN BRAN MILL SDN BHD,S005,MR.LIM  ,"LOT NO. 1674,",PEKAN NAPOH,"KUBANG PASU, JITRA, KEDAH","JITRA, KEDAH",KEDAH,6000,Standalone,11,sales@pmmahsuri.com.my,04-9163 733,6.357713814,100.4206005
SUN THONG HING SDN BHD,S042,MR. CHAN KAM MAI,"21 & 22, MAIN STREET,","SUNGAI BULOH NEW VILLAGE,",SELANGOR.,SUNGAI BULOH,SELANGOR,47000,Standalone,11,sales@pmmahsuri.com.my,019-2255688,3.196536,101.567435
SUNSEEN TRADING,S335,BEN,SUNSEEN TRADING,"L1-4, BLOCK C, JALAN TK 1/11E,","PUCHONG, SELANGOR.",PUCHONG,SELANGOR,47100,Standalone,11,sales@pmmahsuri.com.my,03-80753116,3.128987,101.465145
SUPER SEVEN (M) SDN BHD - CHERAS JAYA,S418,,"LOT 10, JALAN CJ 3,","KAWASAN PERUSAHAAN CHERAS JAYA,","CHERAS, SELANGOR",CHERAS,KUALA LUMPUR,43200,Grocery,07,sales@pmmahsuri.com.my,03-90742629,3.021717,101.765476
SUPER SEVEN (M) SDN BHD - SG BULOH,S433,YING,"407,408 & 409 JALAN PERUSAHAAN 2",BANDAR BARU SUNGAI BULOH,"SG BULOH, SELANGOR",SUNGAI BULOH,SELANGOR,47000,Grocery,07,sales@pmmahsuri.com.my,,3.049089,101.735535
SUPER SEVEN CASH & CARRY SDN BHD - BALAKONG,S422,,"NO. 9-19, BLOCK B, LOT 32,","SEKSYEN 4, BATU 11,","BALAKONG, SELANGOR",SERI KEMBANGAN,SELANGOR,43200,Grocery,07,sales@pmmahsuri.com.my,03-90760137,3.03882,101.769435
SUPREME HEALTHY VEGETARIAN FODDS,S421,,"NO.1179/1204, JALAN SRI PUTRI 3/3","TAMAN PUTRI KULAI,","KULAI , JOHOR",KULAI,JOHOR,81000,Standalone,11,sales@pmmahsuri.com.my,07-6622518,1.65671222,103.5705753
SURE WIN CLAYPOT SEAFOOD PORRIDGE SDN BHD (open 10am-3am),S411,AGNOS LEE/TEY SUNG KWANG,"NO 1, JALAN JATI 1",TAMAN GOHTONG JAYA,"GENTING HIGHLAND, PAHANG",GENTING HIGHLAND,PAHANG,69000,Standalone,11,sales@pmmahsuri.com.my,011-53594134,3.398899596,101.7692864
SYAMID ENTERPRISE ( FRIDAY OFF ),S321,A HAROONSAIT,"NO.1, JALAN SRI KRUBONG 6,","TAMAN SRI KRUBONG,",MELAKA,KRUBONG,MELAKA,75250,Standalone,11,sales@pmmahsuri.com.my,06-63338463,2.2733184,102.226459
"SYARIKAT ENG HONG SDN BHD (Mon-Sat 9am-12pm,2pm-5pm) (Sun & PH Off)",S300,CHIANG TIEN JIOW,"C-582,","JALAN DATOK LIM HOE LEK,",KUANTAN PAHANG,KUANTAN,PAHANG,25200,Standalone,11,sales@pmmahsuri.com.my,09-513 3302,3.868483311,103.526598
SYARIKAT LEAN TRADING,S428,,"LOT 3125,3126 & 3127",TAMAN BENTA JAYA,BENTA PAHANG,BENTA JAYA,PAHANG,27300,Standalone,11,sales@pmmahsuri.com.my,,4.018622443,101.9723922
SYARIKAT M.B.ABDUL NASER (FRIDAY OFF DAY),S275,M.B.ABDUL NASER,SYARIKAT M.B.ABDUL NASER,"758-E, TAMAN KERJASAMA, BUKIT BERUANG,",MELAKA.,BUKIT BERUANG,MELAKA,75450,Standalone,11,sales@pmmahsuri.com.my,06-232 4998,2.245286,102.271852
SYARIKAT MALAR,M026,NADARAJA A/L KARUPAYA KALIMUTHU,"NO 154,","JALAN DATO SHAH BANDAR,","BAHAU, N.S.D.K.",BAHAU,NEGERI SEMBILAN,72100,Standalone,11,sales@pmmahsuri.com.my,013-2624161,2.811812,102.40098
